Street,Full,Lat,Long
Yee On Street,"Shun Yee St, Tsim Sha Tsui, Hong Kong",22.3002219,114.1742722
Yee Shing Lane,"Yee Tai St, Chai Wan, Hong Kong",22.2638343,114.2389404
Yee Shing Street,"Yee Wo St, Causeway Bay, Hong Kong",22.2795892,114.1861233
Yee Shun Street,"Yen Chow St, Hong Kong",22.3309927,114.1603401
Yee Tai Street,"Yen Chow St W, Hong Kong",22.325731,114.154725
Yee Wo Street,"Yen Ming Rd, Hong Kong",22.3236509,114.1545194
Yen Chow Street,"Yen Wah Steps, Wan Chai, Hong Kong",22.2741203,114.1732945
Yen Chow Street West,"Yen Wah Terrace, Wan Chai, Hong Kong",22.2738124,114.1733423
Yen Ming Road,"Yi Lun St, San Po Kong, Hong Kong",22.335258,114.1961608
Yen Wah Steps,"Yi Nam Rd, Ap Lei Chau, Hong Kong",22.243066,114.1489453
Yen Wah Terrace,"Yi Nga Dr, Ap Lei Chau, Hong Kong",22.244069,114.1483769
Yi Lun Street,"Yik Kwan Ave, Tai Hang, Hong Kong",22.2767663,114.1934952
Yi Nam Road,"Yik Yam St, Happy Valley, Hong Kong",22.2693578,114.1846781
Yi Nga Drive,"Yim Po Fong St, Mong Kok, Hong Kong",22.3183918,114.1732948
Yik Kwan Avenue,"Yim Po Fong St, Mong Kok, Hong Kong",22.3183918,114.1732948
Yik Yam Street,"Yin Chong St, Mong Kok, Hong Kong",22.3164981,114.1723114
Yim Fong Lane,"Yin Hing St, Hong Kong",22.3357099,114.1949955
Yim Po Fong Street,"Yin On St, Ma Tau Kok, Hong Kong",22.3210835,114.1930361
Yin Chong Street,"Yin Ping Rd, Hong Kong",22.3433574,114.1626383
Yin Hing Street,"Ying Choi Path, Kau Pui Lung, Hong Kong",22.3207433,114.1858815
Yin On Street,"Ying Fai Terrace, Mid-level, Hong Kong",22.2811719,114.1513567
Yin Ping Road,"Ying Fung Ln, Chuk Un, Hong Kong",22.3423466,114.1967201
Ying Choi Path,"Ying Wa St, Cheung Sha Wan, Hong Kong",22.3308824,114.1522831
Ying Fai Terrace,"Ying Wa Terrace, Sai Ying Pun, Hong Kong",22.2849576,114.1426193
Ying Fung Lane,"Ying Yeung St, Ma Tau Kok, Hong Kong",22.3215024,114.1920635
Ying Wa Street,"Yip Fat St, Hong Kong",22.2489999,114.1684592
Ying Wa Terrace,"Yip Hing St, Hong Kong",22.2493325,114.1655004
Ying Yeung Street,"Yip Kan St, Hong Kong",22.2486949,114.1649867
Yip Fat Street,"Yiu Hing Rd, Hong Kong",22.2786912,114.2224977
Yip Hing Street,"Yiu Sing Street, Central, Hong Kong",22.2842786,114.1614421
Yip Kan Street,"Yiu Tung St, Hong Kong",22.3311239,114.1657542
Yiu Hing Road,"Yiu Wa St, Bowrington, Hong Kong",22.2775114,114.181892
Yiu Sing Street,"York Rd, Hong Kong",22.3345352,114.177969
Yiu Tung Street,"Yu Chau St, Hong Kong",22.3281612,114.163766
Yiu Wa Street,"Yu Chau St, Hong Kong",22.3281612,114.163766
York Road,"Yu Chau W St, Cheung Sha Wan, Hong Kong",22.339586,114.150052
Yu Chau Street,"Yu Hing Ln, Tai Ping Shan, Hong Kong",22.2844693,114.1506374
Yu Chau Street,"163 Third Street, Sai Wan, Hong Kong, Hong Kong",22.286002,114.138801
Yu Chau West Street,"Yu Lok Ln, Sai Wan, Hong Kong",22.2854815,114.1417105
Yu Hing Lane,"22/F., CITYPLAZA ONE, TAIKOO SHING, 1111 KING'S ROAD, ISLAND EAST, HONG KONG, Hong Kong",22.285722,114.217436
Yu Kwong Terrace,Hong Kong,22.396428,114.109497
Yu Lok Lane,Hong Kong,22.396428,114.109497
Yu Po Lane East,"Yue Fai Rd, Aberdeen, Hong Kong",22.2487147,114.1563393
Yu Po Lane West,"Yue Fung St, Tin Wan, Hong Kong",22.2491226,114.1475349
Yu Yam Lane,"Hong Yue St, Kornhill, Hong Kong",22.2841045,114.2185725
Yue Fai Road,"Yue Ko St, Tin Wan, Hong Kong",22.2491533,114.1481341
Yue Fung Street,"Yue Kwong Rd, Aberdeen, Hong Kong",22.2501763,114.1572623
Yue Hong Street,"Yue Lei St, Tin Wan, Hong Kong",22.2489201,114.148099
Yue Ko Street,"Yue Man Square, Kwun Tong, Hong Kong",22.3137303,114.2245635
Yue Kwong Road,"Yue On Ct Rd, Ap Lei Chau, Hong Kong",22.2428225,114.1572259
Yue Lei Street,"Yue Shi Cheung Rd, Aberdeen, Hong Kong",22.248353,114.1500178
Yue Man Square,"Yue Wok St, Tin Wan, Hong Kong",22.2493069,114.1479266
Yue On Court Road,"G/F, 34-36 Gilman's Bazaar, Central, Hong Kong",22.285327,114.154543
Yue Shi Cheung Road,"Yuen Ngai St, Mong Kok, Hong Kong",22.3249239,114.1721549
Yue Wok Street,"Yuen Po St, Mong Kok, Hong Kong",22.3252347,114.1734338
Yuen Hing Lane,"Fa Yuen St, Mong Kok, Hong Kong",22.3210427,114.1708037
Yuen Ngai Street,"Yuet Hoi St, Ap Lei Chau, Hong Kong",22.2438899,114.1543212
Yuen Po Street,"Yuet Lun St, Lai Chi Kok, Hong Kong",22.3358491,114.1435664
Yuen Yuen Street,"Yuet Wah St, Kwun Tong, Hong Kong",22.3147766,114.2277474
Yuet Hoi Street,"Yuet Yuen St, North Point, Hong Kong",22.291107,114.1961585
Yuet Lun Street,"Yuk Choi Rd, Hung Hom, Hong Kong",22.3042774,114.1792564
Yuet Wah Street,"Yuk Hok Ln, Tsz Wan Shan, Hong Kong",22.346911,114.2051915
Yuet Yuen Street,"Yuk Kwan St, Kowloon City, Hong Kong",22.332627,114.194942
Yuk Choi Road,"Yuk Shing St & Kai Ming St, To Kwa Wan, Hong Kong",22.3138835,114.1881666
Yuk Hok Lane,"Yuk Sau St, Happy Valley, Hong Kong",22.26846,114.1850827
Yuk Kwan Street,"Yuk Sau St, Happy Valley, Hong Kong",22.26846,114.1850827
Yuk Ming Street,"Yuk Shing St, To Kwa Wan, Hong Kong",22.3140853,114.1883397
Yuk Sau Lane,"Yuk Wah Cres, Tsz Wan Shan, Hong Kong",22.346718,114.202022
Yuk Sau Street,"Yuk Wah St, Tsz Wan Shan, Hong Kong",22.3471684,114.2029369
Yuk Shing Street,"Yuk Yat St, To Kwa Wan, Hong Kong",22.3155897,114.1912537
Yuk Wah Crescent,"Yun Ping Rd, Causeway Bay, Hong Kong",22.2787384,114.1851754
Yuk Wah Street,"Yunnan Ln, Yau Ma Tei, Hong Kong",22.3121135,114.169835
Yuk Yat Street,"Zetland St, Central, Hong Kong",22.2805404,114.1567954
Yun Ping Road,,,
Yunnan Lane,,,
Zetland Street,,,
